16471,105,1,2,5,Ashoro,足寄町
16489,105,1,2,5,Rikubetsu,陸別町
16497,105,1,2,5,Urahoro,浦幌町
nil,105,1,2,6,--- Akan/Kushiro --,--- 釧路 ---
12068,105,1,2,6,Kushiro,釧路市
16616,105,1,2,6,Kushiro-cho,釧路町
16624,105,1,2,6,Akkeshi,厚岸町
16632,105,1,2,6,Hamanaka,浜中町
16641,105,1,2,6,Shibecha,標茶町
16659,105,1,2,6,Teshikaga,弟子屈町
16675,105,1,2,6,Tsurui,鶴居村
16683,105,1,2,6,Shiranuka,白糠町
nil,105,1,2,7,--- Hakodate --,--- 函館・渡島檜山 ---
12025,105,1,2,7,Hakodate,函館市
12360,105,1,2,7,Hokuto,北斗市
13315,105,1,2,7,Matsumae,松前町
13323,105,1,2,7,Fukushima,福島町
13331,105,1,2,7,Shiriuchi,知内町
13340,105,1,2,7,Kikonai,木古内町
13374,105,1,2,7,Nanae,七飯町
13439,105,1,2,7,Shikabe,鹿部町
13455,105,1,2,7,Mori,森町
13463,105,1,2,7,Yakumo,八雲町
13471,105,1,2,7,Oshamambe,長万部町
13617,105,1,2,7,Esashi,江差町
13625,105,1,2,7,Kaminokuni,上ノ国町
13633,105,1,2,7,Assabu,厚沢部町
13641,105,1,2,7,Otobe,乙部町
13676,105,1,2,7,Okushiri,奥尻町
13706,105,1,2,7,Imakane,今金町
13714,105,1,2,7,Setana,せたな町
nil,105,1,2,8,--- Kitami/Abashiri --,--- 北見・網走 ---
12084,105,1,2,8,Kitami,北見市
12114,105,1,2,8,Abashiri,網走市
12190,105,1,2,8,Monbetsu,紋別市
15431,105,1,2,8,Bihoro,美幌町
15440,105,1,2,8,Tsubetsu,津別町
15466,105,1,2,8,Kiyosato,清里町
15474,105,1,2,8,Koshimizu,小清水町
15491,105,1,2,8,Kumneppu,訓子府町
15504,105,1,2,8,Oketo,置戸町
15521,105,1,2,8,Saroma,佐呂間町
15555,105,1,2,8,Engaru,遠軽町
15598,105,1,2,8,Yubetsu,湧別町
15601,105,1,2,8,Takinoue,滝上町
15610,105,1,2,8,Okoppe,興部町
15628,105,1,2,8,Nishiokoppe,西興部村
15636,105,1,2,8,Oumu,雄武町
15644,105,1,2,8,Ozora,大空町
nil,105,1,2,9,--- Rishiri/Wakkanai --,--- 宗谷・留萌 ---
12122,105,1,2,9,Rumoi,留萌市
12149,105,1,2,9,Wakkanai,稚内市
14818,105,1,2,9,Mashike,増毛町
14826,105,1,2,9,Obira,小平町
14834,105,1,2,9,Tomamae,苫前町
14842,105,1,2,9,Haboro,羽幌町
14851,105,1,2,9,Shosanbetsu,初山別村
14869,105,1,2,9,Engaru,遠別町
14877,105,1,2,9,Teshio,天塩町
15113,105,1,2,9,Sarufutsu,猿払村
15121,105,1,2,9,Hamatombetsu,浜頓別町
15130,105,1,2,9,Nakatombetsu,中頓別町
15148,105,1,2,9,Esashi,枝幸町
15164,105,1,2,9,Toyotomi,豊富町
15172,105,1,2,9,Rebun,礼文町
15181,105,1,2,9,Rishiri,利尻町
15199,105,1,2,9,Rishirifuji,利尻富士町
15202,105,1,2,9,Horonobe,幌延町
nil,105,1,2,10,--- Shiretoko/Nemuro --,--- 知床・斜里・根室 ---
12238,105,1,2,10,Nemuro,根室市
15458,105,1,2,10,Shari,斜里町
16918,105,1,2,10,Betsukai,別海町
16926,105,1,2,10,Nakashibetsu,中標津町
16934,105,1,2,10,Shibetsu,標津町
16942,105,1,2,10,Rausu,羅臼町
nil,105,1,2,10,--- Hidaka/Erimo --,--- 日高・襟裳 ---
16012,105,1,2,11,Hidaka,日高町
16021,105,1,2,11,Biratori,平取町
16047,105,1,2,11,Niikappu,新冠町
16071,105,1,2,11,Urakawa,浦河町
16080,105,1,2,11,Samani,様似町
16098,105,1,2,11,Erimo,えりも町
16101,105,1,2,11,Shinhidaka,新ひだか町
