016373,105,1,1,5,Memuro,芽室町
016381,105,1,1,5,Nakasatsunai,中札内村
016390,105,1,1,5,Sarabetsu,更別村
016411,105,1,1,5,Taiki,大樹町
016420,105,1,1,5,Hiroo,広尾町
016438,105,1,1,5,Makubetsu,幕別町
016446,105,1,1,5,Ikeda,池田町
016454,105,1,1,5,Toyokoro,豊頃町
016462,105,1,1,5,Honbetsu,本別町
016471,105,1,1,5,Ashoro,足寄町
016489,105,1,1,5,Rikubetsu,陸別町
016497,105,1,1,5,Urahoro,浦幌町
016616,105,1,1,6,Kushiro-cho,釧路町
016624,105,1,1,6,Akkeshi,厚岸町
016632,105,1,1,6,Hamanaka,浜中町
016641,105,1,1,6,Shibecha,標茶町
016659,105,1,1,6,Teshikaga,弟子屈町
016675,105,1,1,6,Tsurui,鶴居村
016683,105,1,1,6,Shiranuka,白糠町
016918,105,1,1,10,Betsukai,別海町
016926,105,1,1,10,Nakashibetsu,中標津町
016934,105,1,1,10,Shibetsu,標津町
016942,105,1,1,10,Rausu,羅臼町
